"";"data";"hora";"natureza_acidente";"situacao";"bairro";"endereco";"numero";"detalhe_endereco_acidente";"complemento";"bairro_cruzamento";"num_semaforo";"sentido_via";"tipo";"auto";"moto";"ciclom";"ciclista";"pedestre";"onibus";"caminhao";"viatura";"outros";"vitimas";"vitimasfatais";"acidente_verificado";"tempo_clima";"situacao_semaforo";"sinalizacao";"condicao_via";"conservacao_via";"ponto_controle";"situacao_placa";"velocidade_max_via";"mao_direcao";"divisao_via1";"divisao_via2";"divisao_via3"
"3888";2020-12-03;"17:30:00";"COM VÍTIMA";"FINALIZADA";"CAXANGÁ";"AV CAXANGA";"";"";"EM FRENTE AO GOLF CLUB SENTIDO CAMARAGIBE";"CAXANGÁ";NA;"";"COLISÃO";NA;"2";"0";"0";"0";"0";"0";"0";"0";"2";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3889";2020-12-03;"17:30:00";"COM VÍTIMA";"FINALIZADA";"VÁRZEA";"AV AFONSO OLINDENSE";"228";"";"EM FRENTE AO CONDOMINIO PARQUE CAXANGA E PADARIA CAXANGÁ.";"VÁRZEA";NA;"SUBURBIO";"ABALROAMENTO TRANSVERSAL";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Longo da via";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"Outras";"";"Dupla";"Faixa contínua";"Faixa seccionada";""
"3890";2020-12-03;"18:13:00";"COM VÍTIMA";"FINALIZADA";"CASA FORTE";"RUA LEONARDO BEZERRA CAVALCANTE";"540";"";"E/F AO MUNDO PEET E LOJA SEDATEX TECIDOS.";"CASA FORTE";NA;"SUBURBIO";"COLISÃO TRASEIRA";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"Não há placas";"";"Única";"Não existe";"";""
"3891";2020-12-03;"18:25:00";"COM VÍTIMA";"CANCELADA";"TEJIPIÓ";"AV LIBERDADE";"950";"";"E/F A ANTIGA DELEGACIA DE FURTOS DE VEÍCULOS";"TEJIPIÓ";NA;"";"COLISÃO";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3892";2020-12-03;"20:09:00";"COM VÍTIMA";"FINALIZADA";"BOA VISTA";"RUA DA SOLEDADE";"";"AV OLIVEIRA LIMA";"E/F A IGREJA DA SOLEDADE";"BOA VISTA";"222";"CIDADE";"COLISÃO TRASEIRA";1;"3";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Cruzamento";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Não há placas";"";"Única";"Faixa contínua";"";""
"3893";2020-12-03;"21:19:00";"COM VÍTIMA";"FINALIZADA";"CORDEIRO";"AV CAXANGA";"";"RUA SOUZA BANDEIRA";"E/F A DROGASIL";"CORDEIRO";"236";"SUBURBIO";"COLISÃO COM CICLISTA";NA;"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"Cruzamento";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"R-6a";"40 km/h";"Dupla";"Canteiro central";"";""
"3894";2020-12-03;"23:31:00";"SEM VÍTIMA";"FINALIZADA";"";"RUA JOSE OSORIO";"";"";"COM A AV CAXANGÁ";"";NA;"";"COLISÃO";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3895";2020-12-03;"23:46:00";"COM VÍTIMA";"FINALIZADA";"IMBIRIBEIRA";"RUA SARGENTO SILVINO DE MACEDO";"273";"RUA JOSE DA SILVA LUCENA";"TOPPUS SERVIÇOS TERCERIZADOS";"IMBIRIBEIRA";NA;"SUBURBIO";"ABALROAMENTO TRANSVERSAL";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Cruzamento";"Bom";"Não existe";"Incompleta";"Seca";"Perfeito estado";"Não existe";"Placas Pare";"30 km/h";"Dupla";"Não existe";"";""
"3896";2020-12-04;"10:16:00";"COM VÍTIMA";"FINALIZADA";"TORRE";"RUA PROFESSOR TRAJANO DE MENDONCA";"";"";"PRÓXIMO A ENTRADA DO ESTACIONAMENTO DO ATACADO DOS PRESENTES.";"TORRE";NA;"SUBURBIO";"TOMBAMENTO";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Longo da via";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"Não há placas";"";"Única";"Faixa seccionada";"";""
"3897";2020-12-04;"11:46:00";"COM VÍTIMA";"FINALIZADA";"VÁRZEA";"AV AFONSO OLINDENSE";"988";"";"NA LOMBADA ELETRONICA";"VÁRZEA";NA;"SUBURBIO";"ATROPELAMENTO";NA;"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Outras";"40 km/h";"Dupla";"Faixa contínua";"";""
"3898";2020-12-04;"12:47:00";"SEM VÍTIMA";"FINALIZADA";"BOA VIAGEM";"AVENIDA CELSO FURTADO (VIA MANGUE)";"";"";"";"BOA VIAGEM";NA;"";"ENGAVETAMENTO";3;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3899";2020-12-04;"12:55:00";"COM VÍTIMA";"FINALIZADA";"IMBIRIBEIRA";"AV MARECHAL MASCARENHAS DE MORAES";"";"";"EM FRENTE À FERREIRA COSTA";"IMBIRIBEIRA";NA;"";"COLISÃO";1;"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3900";2020-12-04;"13:25:00";"SEM VÍTIMA";"CANCELADA";"PAISSANDU";"AV GOVERNADOR AGAMENON MAGALHAES";"";"";"APÓS O CRUZAMENTO DA RUA HENRIQUE DIAS";"PAISSANDU";NA;"BOA VIAGEM";"COLISÃO";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3901";2020-12-04;"15:22:00";"COM VÍTIMA";"CANCELADA";"BOA VISTA";"AV CONDE DA BOA VISTA";"";"";"EM FRENTE A FAFIRE";"BOA VISTA";NA;"";"COLISÃO";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3902";2020-12-04;"16:24:00";"COM VÍTIMA";"FINALIZADA";"IBURA";"AV DOIS RIOS";"";"RUA RIO DO OESTE";"PRÓX AO MERCADO RM.";"IBURA";NA;"IPSEP / IBURA";"COLISÃO TRASEIRA";1;"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"Não há placas";"";"Dupla";"Faixa contínua";"";""
"3903";2020-12-04;"17:10:00";"COM VÍTIMA";"FINALIZADA";"MADALENA";"RUA REAL DA TORRE";"607";"RUA MENEZES DRUMOND";"EM FRENTE A PRAÇA DO MERCADO MADALENA. POR TRÁS DELE.";"MADALENA";NA;"SUBURBIO";"ATROPELAMENTO";1;"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"Não há placas";"";"Única";"Faixa seccionada";"";""
"3904";2020-12-04;"17:32:00";"COM VÍTIMA";"FINALIZADA";"CORDEIRO";"RUA PROFESSOR JOAQUIM XAVIER DE BRITO";"";"RUA OCIDENTAL";"PROX JC CONSTRUÇÕES / LYA GALETOS";"CORDEIRO";NA;"SUBURBIO";"COLISÃO FRONTAL";2;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Cruzamento";"Bom";"Não existe";"Incompleta";"Seca";"Perfeito estado";"Não existe";"";"40 km/h";"Dupla";"Canteiro central";"";""
"3905";2020-12-04;"18:26:00";"COM VÍTIMA";"FINALIZADA";"MONTEIRO";"RUA DE APIPUCOS";"";"";"PRÓXIMO AO EDIFICIO PORTA D' ÁGUA- APÓS A PRAÇA DO MONTEIRO.";"MONTEIRO";NA;"CIDADE";"COLISÃO FRONTAL";NA;"2";"0";"0";"0";"0";"0";"0";"0";"2";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"Não há placas";"";"Dupla";"Faixa contínua";"";""
"3906";2020-12-04;"18:55:00";"COM VÍTIMA";"FINALIZADA";"BOA VIAGEM";"RUA JOAO CARDOSO AIRES";"647";"RUA ALMIRANTE BATISTA LEAO";"EM FRENTE A PIZZARIA PARQUE DA PIZZA // PRÓX AO PLANET JATO";"BOA VIAGEM";NA;"SUBURBIO";"COLISÃO FRONTAL";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Cruzamento";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"Outras";"30 km/h";"Única";"Não existe";"";""
"3907";2020-12-04;"19:46:00";"COM VÍTIMA";"FINALIZADA";"ENCRUZILHADA";"AV NORTE";"2665";"RUA FERNANDO CESAR";"EM FRENTE AO ESTACIONAMENTO DO SUPERMERCADO EXTRABOM";"ENCRUZILHADA";"45";"CIDADE";"COLISÃO COM CICLISTA";NA;"1";"0";"1";"0";"0";"0";"0";"0";"2";"0";"Longo da via";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Outros";"Outras";"";"Única";"Faixa seccionada";"";""
"3908";2020-12-05;"05:46:00";"SEM VÍTIMA";"CANCELADA";"CASA AMARELA";"AV PEDRO ALLAIN";"";"";"PRÓXIMO AO SUPERMERCADO CANELA";"CASA AMARELA";NA;"";"COLISÃO";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3909";2020-12-05;"07:00:00";"COM VÍTIMA";"FINALIZADA";"IMBIRIBEIRA";"AV RECIFE";"1114";"";"EM FRENTE A CARLOS FILME EQUIPADORA";"IMBIRIBEIRA";"319";"SUBURBIO";"COLISÃO TRASEIRA";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Longo da via";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Não há placas";"";"Dupla";"Canteiro central";"";""
"3910";2020-12-05;"19:56:00";"SEM VÍTIMA";"CANCELADA";"VÁRZEA";"AV AFONSO OLINDENSE";"929";"";"PRÓX A LOMBADA ELETRONICA / E/F A IGREJA BATISTA";"VÁRZEA";NA;"";"COLISÃO";NA;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3911";2020-12-05;"20:46:00";"SEM VÍTIMA";"CANCELADA";"JARDIM SÃO PAULO";"AV SAO PAULO";"";"";"EMBAIXO DO VIADUTO DO METRO";"JARDIM SÃO PAULO";NA;"";"CHOQUE OBJETO FIXO";NA;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3912";2020-12-05;"21:08:00";"COM VÍTIMA";"FINALIZADA";"ARRUDA";"RUA PETRONILA BOTELHO";"";"AV PROFESSOR JOSE DOS ANJOS";"NO CRUZAMENTO DA AV PROF JOSÉ DOS ANJOS";"ARRUDA";"554";"CIDADE";"ABALROAMENTO TRANSVERSAL";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Cruzamento";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"";"40 km/h";"Única";"Faixa seccionada";"";""
"3913";2020-12-06;"04:01:00";"SEM VÍTIMA";"CANCELADA";"IPSEP";"RUA DR RAPOSO PINTO";"117";"";"RUA DO BAR DO AVIÃO";"IPSEP";NA;"";"CHOQUE VEÍCULO PARADO";NA;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3914";2020-12-06;"09:49:00";"COM VÍTIMA";"FINALIZADA";"JORDÃO";"RUA JOSE MARTORANO";"840";"RUA RUBINEIA";"PRÓXIMO A IGREJA PRESBITERIANA DO BRASIL.";"JORDÃO";NA;"SUBURBIO";"ABALROAMENTO TRANSVERSAL";NA;"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"Cruzamento";"Bom";"Não existe";"Não existente";"Seca";"Perfeito estado";"Não existe";"Não há placas";"30 km/h";"Dupla";"Não existe";"";""
"3915";2020-12-06;"15:27:00";"COM VÍTIMA";"FINALIZADA";"JORDÃO";"RUA ANTONIO ROCHA";"55D";"AV BEIRA RIO";"EM FRENTE A FUNDIÇÃO REAL";"JORDÃO";NA;"SUBURBIO";"ABALROAMENTO TRANSVERSAL";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Cruzamento";"Bom";"Não existe";"Incompleta";"Seca";"Outros";"Não existe";"Não há placas";"";"Dupla";"Outros";"";""
"3916";2020-12-06;"15:59:00";"COM VÍTIMA";"FINALIZADA";"BOA VISTA";"RUA BISPO CARDOSO AYRES";"756";"RUA DO RIACHUELO";"AO LADO DO DEPOSITO DO NILSON";"BOA VISTA";NA;"";"ABALROAMENTO TRANSVERSAL";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Cruzamento";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Placas Pare";"40 km/h";"Única";"";"";""
"3917";2020-12-06;"19:23:00";"COM VÍTIMA";"FINALIZADA";"CASA AMARELA";"RUA PADRE LEMOS";"391";"AV PEDRO ALLAIN";"EM FRENTE A FIGUEIRAS CALÇADOS E IGREJA UNIVERSAL .";"CASA AMARELA";NA;"SUBURBIO";"COLISÃO FRONTAL";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Cruzamento";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Não há placas";"";"Dupla";"Não existe";"";""
"3918";2020-12-06;"20:19:00";"COM VÍTIMA";"CANCELADA";"ESPINHEIRO";"RUA DO ESPINHEIRO";"";"RUA SANTO ELIAS";"EM FRENTE AO POSTO IPIRANGA";"ESPINHEIRO";NA;"";"COLISÃO";2;"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3919";2020-12-06;"23:29:00";"COM VÍTIMA";"CANCELADA";"BOA VIAGEM";"AV ENGENHEIRO DOMINGOS FERREIRA";"";"";"EM FRENTE A CHURRASCARIA PONTEIO- PROXIMO DA LOJA DISMADE- LADO DIREITO DA VIA";"BOA VIAGEM";NA;"";"COLISÃO";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3920";2020-12-07;"13:19:00";"COM VÍTIMA";"FINALIZADA";"BOA VIAGEM";"RUA ANTONIO FALCAO";"775";"RUA MINISTRO NELSON HUNGRIA";"E/F A PADARIA PARQUE DO TRIGO DELICATESSEN.";"BOA VIAGEM";NA;"";"ABALROAMENTO LONGITUDINAL";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"R-6a";"60 km/h";"Única";"Faixa contínua";"Faixa seccionada";""
"3921";2020-12-07;"18:18:00";"COM VÍTIMA";"FINALIZADA";"ARRUDA";"RUA DO MACHADO";"554";"RUA ZEFERINO AGRA";"PRÓX AO CAMPO DO SANTA CRUZ";"ARRUDA";NA;"CIDADE";"ABALROAMENTO TRANSVERSAL";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Cruzamento";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de retenção";"Outras";"";"Dupla";"Não existe";"";""
"3922";2020-12-07;"19:18:00";"COM VÍTIMA";"FINALIZADA";"SÃO JOSÉ";"RUA IMPERIAL";"";"TRV DO RAPOSO";"SEMÁFORO 910";"SÃO JOSÉ";NA;"";"COLISÃO";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3923";2020-12-07;"20:47:00";"COM VÍTIMA";"CANCELADA";"PASSARINHO";"EST DO PASSARINHO";"300";"RUA ANDORINHA";"PROX A IGREJA QUADRANGULAR";"PASSARINHO";NA;"";"COLISÃO";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3924";2020-12-07;"22:06:00";"SEM VÍTIMA";"CANCELADA";"NOVA DESCOBERTA";"RUA NOVA DESCOBERTA";"678";"";"PRÓX A ASSEMBLEIA DE DEUS- LAGO DONA REGINA E E/F AO ''BAR DO CLAUDIO''";"NOVA DESCOBERTA";NA;"";"COLISÃO";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3925";2020-12-08;"14:53:00";"COM VÍTIMA";"FINALIZADA";"BOA VIAGEM";"AV ENGENHEIRO DOMINGOS FERREIRA";"";"RUA ARTUR MUNIZ";"PRÓXIMO AO EXTRA";"BOA VIAGEM";"380";"SUBURBIO";"COLISÃO TRASEIRA";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Cruzamento";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Não há placas";"60 km/h";"Única";"Canteiro central";"";""
"3926";2020-12-08;"19:38:00";"COM VÍTIMA";"CANCELADA";"CASA FORTE";"AV DEZESSETE DE AGOSTO";"784";"";"EM FRENTE AO PARQUE REGIONAL DE MANUTENÇÃO DO EXÉRCITO";"CASA FORTE";NA;"";"COLISÃO";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3927";2020-12-08;"20:07:00";"COM VÍTIMA";"FINALIZADA";"BOA VISTA";"AV CONDE DA BOA VISTA";"569";"";"EM FRENTE AO SHOPPING BOA VISTA- SENTIDO CENTRO E LOJA AGIBANK.";"BOA VISTA";"24";"CIDADE";"ATROPELAMENTO";1;"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"Longo da via";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Outras";"";"Única";"Faixa contínua";"";""
"3928";2020-12-08;"21:23:00";"SEM VÍTIMA";"FINALIZADA";"IPUTINGA";"RUA MANOEL JOAQUIM DE ALMEIDA";"57";"";"EM FRENTE A IPUTINGA AUTOMOVEIS";"IPUTINGA";NA;"";"COLISÃO";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Longo da via";"Bom";"Não existe";"Não existente";"Seca";"Perfeito estado";"Não existe";"Não há placas";"30 km/h";"Única";"Não existe";"";""
"3929";2020-12-09;"07:08:00";"COM VÍTIMA";"FINALIZADA";"IPUTINGA";"RUA SAO MATEUS";"";"AV MAURICIO DE NASSAU";"EM FRENTE A IGREJA BATISTA CENTRAL";"IPUTINGA";"239";"CIDADE";"COLISÃO FRONTAL";NA;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Cruzamento";"Chuvoso";"";"Incompleta";"Molhada";"Mal conservada";"Faixa de pedestre";"R-6a";"";"Dupla";"Faixa contínua";"";""
"3930";2020-12-09;"07:18:00";"COM VÍTIMA";"CANCELADA";"SÃO JOSÉ";"C SANTA RITA";"";"";"EM FRENTE AO 16ºBPM";"SÃO JOSÉ";NA;"";"CHOQUE OBJETO FIXO";1;"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3931";2020-12-09;"07:48:00";"COM VÍTIMA";"FINALIZADA";"TAMARINEIRA";"AV NORTE";"5035";"";"LADO OPOSTO AO POSTO BR";"TAMARINEIRA";NA;"CIDADE";"TOMBAMENTO";NA;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Longo da via";"Chuvoso";"Sem defeito";"Perfeito estado";"Molhada";"Perfeito estado";"Não existe";"Outras";"60 km/h";"Única";"Canteiro central";"";""
"3932";2020-12-09;"08:51:00";"COM VÍTIMA";"FINALIZADA";"SÃO JOSÉ";"C SANTA RITA";"";"";"AO LADO DAS TORRES GÊMEAS.";"SÃO JOSÉ";NA;"CIDADE";"TOMBAMENTO";NA;"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"Longo da via";"Chuvoso";"Sem defeito";"Perfeito estado";"Molhada";"Perfeito estado";"Não existe";"R-6a";"60 km/h";"Única";"Faixa seccionada";"";""
"3933";2020-12-09;"09:18:00";"COM VÍTIMA";"FINALIZADA";"BOA VIAGEM";"AV CONSELHEIRO AGUIAR";"1540";"RUA ARTUR MUNIZ";"EM FRENTE  AO POSTO DE GASOLINA BR";"BOA VIAGEM";"5";"";"ABALROAMENTO LONGITUDINAL";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Cruzamento";"Chuvoso";"Sem defeito";"Perfeito estado";"Molhada";"Perfeito estado";"Faixa de pedestre";"Outras";"";"Única";"Faixa seccionada";"";""
"3934";2020-12-09;"10:03:00";"COM VÍTIMA";"FINALIZADA";"BOA VIAGEM";"AV CONSELHEIRO AGUIAR";"2088";"";"AO LADO DA CAIXA ECONOMICA FEDERAL E LOJA NOVO PROJETO.";"BOA VIAGEM";NA;"SUBURBIO";"ABALROAMENTO LONGITUDINAL";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Longo da via";"Chuvoso";"Não existe";"Perfeito estado";"Molhada";"Perfeito estado";"Não existe";"Não há placas";"";"Única";"Faixa seccionada";"";""
"3935";2020-12-09;"14:46:00";"COM VÍTIMA";"FINALIZADA";"MADALENA";"RUA NOBRE DE LACERDA";"";"EST DOS REMEDIOS";"E/F A NAGEM E AO LADO DO GRUPO SENA";"MADALENA";NA;"";"ABALROAMENTO LONGITUDINAL";2;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Longo da via";"Bom";"Não existe";"Não existente";"Seca";"Perfeito estado";"Não existe";"Não há placas";"";"Dupla";"Não existe";"";""
"3936";2020-12-09;"17:29:00";"COM VÍTIMA";"CANCELADA";"ARRUDA";"AV PROFESSOR JOSE DOS ANJOS";"159";"";"PROXIMO AO BAR DO ZÉ/ SENTIDO CIDADE";"ARRUDA";"642";"";"COLISÃO";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3937";2020-12-10;"05:49:00";"SEM VÍTIMA";"FINALIZADA";"BOA VIAGEM";"AV ENGENHEIRO DOMINGOS FERREIRA";"";"";"APÓS CRUZ. COM A BRUNO VELOSO";"BOA VIAGEM";NA;"";"CHOQUE OBJETO FIXO";NA;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3938";2020-12-10;"08:16:00";"COM VÍTIMA";"FINALIZADA";"IMBIRIBEIRA";"EST DO FRIGORIFICO";"";"";"APÓS O ARAS BOA VIAGEM E ATRÁS DA FACULDADE UNIVERSO";"IMBIRIBEIRA";NA;"";"CHOQUE OBJETO FIXO";NA;"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3939";2020-12-10;"09:45:00";"COM VÍTIMA";"FINALIZADA";"ILHA DO LEITE";"RUA SENADOR JOSE HENRIQUE";"224";"AV FREI MATIAS TEVES";"EM FRENTE AO EMPRESARIAL CHARLES DARWIN";"ILHA DO LEITE";NA;"SUBURBIO";"COLISÃO FRONTAL";2;"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Cruzamento";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Placas Pare";"30 km/h";"Dupla";"Não existe";"";""
"3940";2020-12-10;"13:28:00";"COM VÍTIMA";"FINALIZADA";"PINA";"RUA PROFESSOR ARNALDO CARNEIRO LEAO";"";"";"PROX AO BIG BOMPREÇO";"PINA";NA;"";"COLISÃO";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3941";2020-12-10;"13:34:00";"COM VÍTIMA";"FINALIZADA";"CIDADE UNIVERSITÁRIA";"RUA EMILIANO BRAGA";"";"RUA PROFESSOR ANTONIO COELHO";"POR TRAS DO TI CDU";"CIDADE UNIVERSITÁRIA";NA;"CIDADE";"ABALROAMENTO TRANSVERSAL";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Cruzamento";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"";"Placas Pare";"";"Única";"Faixa seccionada";"";""
"3942";2020-12-10;"13:50:00";"COM VÍTIMA";"FINALIZADA";"MADALENA";"RUA BENFICA";"1146";"RUA JOAO IVO DA SILVA";"EM FRENTE AO MUSEU DA ABOLIÇÃO / BRADESCO";"MADALENA";"257";"SUBURBIO";"COLISÃO";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Longo da via";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Não há placas";"";"Dupla";"Faixa contínua";"";""
"3943";2020-12-10;"14:05:00";"COM VÍTIMA";"FINALIZADA";"DOIS UNIDOS";"AV HILDEBRANDO DE VASCONCELOS";"512A";"RUA MARIO JOSE DE SOUZA";"APÓS O CANIL / PRÓX À KS DISTRIBUIDORA";"DOIS UNIDOS";NA;"CIDADE";"COLISÃO FRONTAL";NA;"2";"0";"0";"0";"0";"0";"0";"0";"2";"0";"Esquina";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Outros";"R-6a";"";"Dupla";"Faixa seccionada";"";""
"3944";2020-12-10;"15:00:00";"COM VÍTIMA";"FINALIZADA";"IMBIRIBEIRA";"AV MARECHAL MASCARENHAS DE MORAES";"";"";"APÓS O GERALDÃO / SAM'S CLUB";"IMBIRIBEIRA";NA;"";"COLISÃO";2;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3945";2020-12-10;"16:53:00";"COM VÍTIMA";"FINALIZADA";"BOA VIAGEM";"AV BOA VIAGEM";"1338";"";"EM FRENTE AO SEGUNDO JARDIM";"BOA VIAGEM";NA;"CIDADE";"ABALROAMENTO LONGITUDINAL";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"Não há placas";"60 km/h";"Única";"Faixa seccionada";"";""
"3946";2020-12-10;"18:28:00";"COM VÍTIMA";"CANCELADA";"DOIS IRMÃOS";"RUA MANUEL DE MEDEIROS";"";"";"EM FRENTE AO LAFEPE- EM FRENTE A PRAÇA DOIS IRMÃOS";"DOIS IRMÃOS";"189";"";"COLISÃO";1;"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"3947";2020-12-10;"20:38:00";"COM VÍTIMA";"FINALIZADA";"SANTO AMARO";"AV DR JAYME DA FONTE";"34";"";"EM FRENTE A COMPESA- PROXIMO DO MERCADINHO MAIS VOCÊ";"SANTO AMARO";NA;"";"ABALROAMENTO TRANSVERSAL";1;"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de retenção";"Não há placas";"";"Dupla";"Faixa seccionada";"Canteiro central";""
