"";"ano";"cod_municipio";"rd";"nm_municipio";"gre";"cod_escola";"nm_escola";"tp_escola";"p_em";"nota_lp";"nota_mt";"nota_saep";"idepe";"mat_3em";"tdi_3em";"TP_LOCALIZACAO";"IN_INTERNET";"IN_NOTURNO";"IN_EJA";"QT_MAT_BAS";"QT_MAT_MED_INT";"QT_MAT_BAS_FEM";"QT_MAT_BAS_MASC";"QT_MAT_BAS_BRANCA";"TX_MAT_MED_INT";"tratamento"
"705";2008;2611408;"Mata Sul";"Primavera";"Mata Sul";26102153;"ESCOLA ESTADUAL ELISA MARQUES DE ASSIS";"REGULAR";"0,75";"3,29";"3,4";"3,34";"2,5";NA;"54,5";"Urbana";0;1;1;527;0;261;266;88;"0";0
"706";2009;2611408;"Mata Sul";"Primavera";"Mata Sul";26102153;"ESCOLA ESTADUAL ELISA MARQUES DE ASSIS";"REGULAR";"0,81";"3,47";"3,41";"3,44";"2,8";NA;"58,2";"Urbana";0;1;1;525;0;245;280;108;"0";0
"707";2008;2611507;"Mata Sul";"Quipapá";"Mata Sul";26102250;"ESCOLA DR. FERNANDO PESSOA DE MELLO";"REGULAR";"0,76";"3,92";"3,93";"3,92";"2,98";NA;"45,3";"Urbana";1;1;1;1151;0;644;507;33;"0";0
"708";2009;2611507;"Mata Sul";"Quipapá";"Mata Sul";26102250;"ESCOLA DR. FERNANDO PESSOA DE MELLO";"REGULAR";"0,86";"3,83";"3,89";"3,86";"3,31";NA;"64,4";"Urbana";1;1;1;1263;0;701;562;85;"0";0
"709";2008;2611804;"Mata Sul";"Ribeirão";"Mata Sul";26102552;"ESCOLA JOAO LOPES DE SIQUEIRA SANTOS";"REGULAR";"0,7";"3,28";"3,63";"3,45";"2,43";NA;"35,4";"Urbana";1;1;1;1762;0;1025;737;190;"0";1
"710";2009;2611804;"Mata Sul";"Ribeirão";"Mata Sul";26102552;"ESCOLA JOAO LOPES DE SIQUEIRA SANTOS";"SEMI_INTEGRAL";"0,77";"3,81";"3,88";"3,84";"2,97";NA;"57,1";"Urbana";1;1;1;1309;0;795;514;168;"0";1
"711";2008;2611804;"Mata Sul";"Ribeirão";"Mata Sul";26102633;"ESCOLA PADRE AMERICO NOVAIS";"REGULAR";"0,77";"3,41";"3,43";"3,42";"2,62";NA;"45,7";"Urbana";1;1;1;1488;0;746;742;138;"0";0
"712";2009;2611804;"Mata Sul";"Ribeirão";"Mata Sul";26102633;"ESCOLA PADRE AMERICO NOVAIS";"REGULAR";"0,73";"3,7";"3,79";"3,75";"2,73";NA;"31,8";"Urbana";1;1;1;1456;0;790;666;161;"0";0
"713";2008;2611804;"Mata Sul";"Ribeirão";"Mata Sul";26103052;"ESCOLA JOAQUIM NABUCO";"REGULAR";"0,71";"3,44";"3,41";"3,42";"2,44";NA;"21,7";"Rural";0;1;1;335;0;148;187;56;"0";0
"714";2009;2611804;"Mata Sul";"Ribeirão";"Mata Sul";26103052;"ESCOLA JOAQUIM NABUCO";"REGULAR";"0,81";"3,37";"3,12";"3,24";"2,62";NA;"66,7";"Rural";0;1;1;427;0;212;215;85;"0";0
"715";2008;2611903;"Mata Sul";"Rio Formoso";"Mata Sul";26103370;"ESCOLA JOAQUIM SILVERIO PIMENTEL";"REGULAR";"0,75";"3,35";"3,41";"3,38";"2,54";NA;"28,7";"Urbana";1;1;0;862;0;525;337;57;"0";0
"716";2009;2611903;"Mata Sul";"Rio Formoso";"Mata Sul";26103370;"ESCOLA JOAQUIM SILVERIO PIMENTEL";"REGULAR";"0,88";"3,13";"3,42";"3,28";"2,88";NA;"56,7";"Urbana";1;1;0;908;0;555;353;51;"0";0
"717";2008;2614857;"Mata Sul";"Tamandaré";"Mata Sul";26103834;"ESCOLA TAMANDARE ENS.FUNDAMENTAL E MEDIO";"REGULAR";"0,74";"3,38";"3,31";"3,34";"2,47";NA;"25,5";"Urbana";0;1;1;1367;0;801;566;26;"0";0
"718";2009;2614857;"Mata Sul";"Tamandaré";"Mata Sul";26103834;"ESCOLA TAMANDARE ENS.FUNDAMENTAL E MEDIO";"REGULAR";"0,82";"3,37";"3,58";"3,47";"2,83";NA;"71,9";"Urbana";1;1;0;1346;0;803;543;34;"0";0
"719";2008;2612901;"Mata Sul";"São Benedito do Sul";"Mata Sul";26104083;"ESCOLA ELOY MALTA DE ALENCAR";"REGULAR";"0,78";"3,09";"3,37";"3,23";"2,52";NA;"51";"Urbana";0;1;1;599;0;343;256;43;"0";0
"720";2009;2612901;"Mata Sul";"São Benedito do Sul";"Mata Sul";26104083;"ESCOLA ELOY MALTA DE ALENCAR";"REGULAR";"0,92";"3,48";"3,67";"3,57";"3,3";NA;"48,8";"Urbana";1;1;1;562;0;323;239;39;"0";0
"721";2008;2614204;"Mata Sul";"Sirinhaém";"Mata Sul";26104601;"ESCOLA ESTADUAL BARRA DE SIRINHAEM";"REGULAR";"0,83";"2,6";"3,31";"2,96";"2,46";NA;"30,7";"Urbana";0;1;1;618;0;303;315;18;"0";0
"722";2009;2614204;"Mata Sul";"Sirinhaém";"Mata Sul";26104601;"ESCOLA ESTADUAL BARRA DE SIRINHAEM";"REGULAR";"0,84";"2,99";"3,36";"3,18";"2,66";NA;"50,5";"Urbana";1;1;1;625;0;327;298;76;"0";0
"723";2008;2616506;"Mata Sul";"Xexéu";"Mata Sul";26105101;"ESCOLA JOAO PEREIRA SOBRINHO";"REGULAR";"0,85";"3,13";"3,31";"3,22";"2,74";NA;"51";"Urbana";1;1;0;962;0;525;437;41;"0";0
"724";2009;2616506;"Mata Sul";"Xexéu";"Mata Sul";26105101;"ESCOLA JOAO PEREIRA SOBRINHO";"REGULAR";"0,79";"3,23";"3,45";"3,34";"2,63";NA;"65";"Urbana";1;1;0;834;0;465;369;23;"0";0
"725";2008;2606804;"Metropolitana Recife";"Igarassu";"Metropolitana Norte";26105195;"ESCOLA BRASILINO JOSE DE CARVALHO";"REGULAR";"0,78";"2,98";"3,43";"3,2";"2,51";NA;"22,8";"Urbana";0;1;1;1298;0;696;602;30;"0";0
"726";2009;2606804;"Metropolitana Recife";"Igarassu";"Metropolitana Norte";26105195;"ESCOLA BRASILINO JOSE DE CARVALHO";"REGULAR";"0,69";"3,52";"3,51";"3,52";"2,44";NA;"48,1";"Urbana";1;1;1;1653;0;868;785;64;"0";0
"727";2008;2606804;"Metropolitana Recife";"Igarassu";"Metropolitana Norte";26105225;"ESCOLA DES CARLOS XAVIER PAES BARRETTO";"REGULAR";"0,71";"3,02";"3,31";"3,16";"2,24";NA;"62,6";"Urbana";1;1;0;1108;0;564;544;74;"0";0
"728";2009;2606804;"Metropolitana Recife";"Igarassu";"Metropolitana Norte";26105225;"ESCOLA DES CARLOS XAVIER PAES BARRETTO";"REGULAR";"0,7";"3,05";"3,21";"3,13";"2,2";NA;"74,3";"Urbana";1;1;0;985;1;534;451;73;"0,00101522842639594";0
"729";2008;2606804;"Metropolitana Recife";"Igarassu";"Metropolitana Norte";26105250;"ESC EURICO PFISTERER ENSINO FUNDAMENTAL E MEDIO";"REGULAR";"0,71";"3,25";"3,56";"3,4";"2,41";NA;"58,6";"Urbana";0;1;0;1424;0;779;645;26;"0";0
"730";2009;2606804;"Metropolitana Recife";"Igarassu";"Metropolitana Norte";26105250;"ESC EURICO PFISTERER ENSINO FUNDAMENTAL E MEDIO";"REGULAR";"0,79";"3,21";"3,44";"3,32";"2,62";NA;"54,4";"Urbana";1;1;0;1191;0;649;542;24;"0";0
"731";2008;2606804;"Metropolitana Recife";"Igarassu";"Metropolitana Norte";26105314;"ESCOLA JOAO PESSOA GUERRA";"REGULAR";"0,7";"3,21";"3,57";"3,39";"2,37";NA;"59,5";"Urbana";1;1;0;2171;0;1315;856;216;"0";0
"732";2009;2606804;"Metropolitana Recife";"Igarassu";"Metropolitana Norte";26105314;"ESCOLA JOAO PESSOA GUERRA";"REGULAR";"0,7";"3,36";"3,55";"3,45";"2,42";NA;"65,4";"Urbana";1;1;0;2190;2;1353;837;353;"0,00091324200913242";0
"733";2008;2606804;"Metropolitana Recife";"Igarassu";"Metropolitana Norte";26105519;"ESCOLA SANTOS COSME E DAMIAO";"REGULAR";"0,63";"3,37";"3,59";"3,48";"2,21";NA;"19,8";"Urbana";0;1;0;2193;0;1230;963;387;"0";0
"734";2009;2606804;"Metropolitana Recife";"Igarassu";"Metropolitana Norte";26105519;"ESCOLA SANTOS COSME E DAMIAO";"REGULAR";"0,67";"3,71";"4,01";"3,86";"2,58";NA;"39,1";"Urbana";1;1;0;2244;0;1267;977;359;"0";0
"735";2008;2601052;"Metropolitana Recife";"Araçoiaba";"Metropolitana Norte";26105837;"ESCOLA MARIA GAYAO PESSOA GUERRA";"REGULAR";"0,81";"2,97";"3,34";"3,15";"2,55";NA;"57,7";"Urbana";1;1;0;1756;2;1001;755;34;"0,00113895216400911";0
"736";2009;2601052;"Metropolitana Recife";"Araçoiaba";"Metropolitana Norte";26105837;"ESCOLA MARIA GAYAO PESSOA GUERRA";"REGULAR";"0,85";"3,37";"3,67";"3,52";"3";NA;"68,5";"Urbana";1;1;0;1696;1;981;715;64;"0,000589622641509434";0
"737";2008;2606804;"Metropolitana Recife";"Igarassu";"Metropolitana Norte";26105888;"ESCOLA NOVA CRUZ";"REGULAR";"0,82";"3,18";"3,53";"3,36";"2,75";NA;"46,1";"Rural";1;1;1;761;0;347;414;74;"0";0
"738";2009;2606804;"Metropolitana Recife";"Igarassu";"Metropolitana Norte";26105888;"ESCOLA NOVA CRUZ";"REGULAR";"0,76";"3,52";"3,62";"3,57";"2,72";NA;"76,7";"Rural";1;1;1;688;0;357;331;65;"0";0
"739";2008;2607604;"Metropolitana Recife";"Ilha de Itamaracá";"Metropolitana Norte";26106060;"ESC ALBERTO AUGUSTO DE MORAIS PRADINES";"REGULAR";"0,64";"3,18";"3,38";"3,28";"2,09";NA;"47,3";"Urbana";1;1;0;1277;0;673;604;78;"0";0
"740";2009;2607604;"Metropolitana Recife";"Ilha de Itamaracá";"Metropolitana Norte";26106060;"ESC ALBERTO AUGUSTO DE MORAIS PRADINES";"REGULAR";"0,71";"3,89";"3,94";"3,91";"2,79";NA;"70,9";"Urbana";1;1;0;1232;0;650;582;61;"0";0
"741";2008;2607604;"Metropolitana Recife";"Ilha de Itamaracá";"Metropolitana Norte";26106159;"ESCOLA SENADOR PAULO PESSOA GUERRA";"REGULAR";"0,78";"3,26";"3,57";"3,42";"2,66";NA;"67,6";"Urbana";1;1;1;1077;0;599;478;20;"0";0
"742";2009;2607604;"Metropolitana Recife";"Ilha de Itamaracá";"Metropolitana Norte";26106159;"ESCOLA SENADOR PAULO PESSOA GUERRA";"REGULAR";"0,77";"3,52";"3,55";"3,54";"2,72";NA;"67,4";"Urbana";1;1;1;1253;0;648;605;33;"0";0
"743";2008;2607752;"Metropolitana Recife";"Itapissuma";"Metropolitana Norte";26106337;"ESC PROFª GERCINA FERNANDES RODRIGUES";"REGULAR";"0,73";"3,07";"3,49";"3,28";"2,41";NA;"50";"Urbana";1;1;1;887;0;396;491;104;"0";0
"744";2009;2607752;"Metropolitana Recife";"Itapissuma";"Metropolitana Norte";26106337;"ESC PROFª GERCINA FERNANDES RODRIGUES";"REGULAR";"0,69";"3,4";"3,47";"3,43";"2,35";NA;"76,2";"Urbana";1;1;1;1034;0;546;488;109;"0";0
"745";2008;2607752;"Metropolitana Recife";"Itapissuma";"Metropolitana Norte";26106353;"ESCOLA SENADOR JOSE ERMIRIO DE MORAES";"REGULAR";"0,59";"3,04";"3,29";"3,16";"1,86";NA;"11,8";"Rural";0;1;1;530;0;294;236;3;"0";0
"746";2009;2607752;"Metropolitana Recife";"Itapissuma";"Metropolitana Norte";26106353;"ESCOLA SENADOR JOSE ERMIRIO DE MORAES";"REGULAR";"0,65";"3,8";"3,66";"3,73";"2,42";NA;"56";"Rural";0;1;1;477;0;238;239;18;"0";0
"747";2008;2607752;"Metropolitana Recife";"Itapissuma";"Metropolitana Norte";26106388;"ESCOLA EURIDICE CADAVAL";"REGULAR";"0,73";"3,4";"3,81";"3,61";"2,64";NA;"40,7";"Urbana";1;1;1;1545;0;937;608;83;"0";1
"748";2009;2607752;"Metropolitana Recife";"Itapissuma";"Metropolitana Norte";26106388;"ESCOLA EURIDICE CADAVAL";"SEMI_INTEGRAL";"0,76";"3,9";"3,79";"3,85";"2,93";NA;"55";"Urbana";1;1;1;902;0;546;356;65;"0";1
"749";2008;2600054;"Metropolitana Recife";"Abreu e Lima";"Metropolitana Norte";26106612;"ESCOLA MARECHAL COSTA E SILVA";"REGULAR";"0,7";"3,52";"3,61";"3,57";"2,49";NA;"30,1";"Urbana";1;1;1;1095;0;535;560;36;"0";0
"750";2009;2600054;"Metropolitana Recife";"Abreu e Lima";"Metropolitana Norte";26106612;"ESCOLA MARECHAL COSTA E SILVA";"REGULAR";"0,85";"3,87";"3,74";"3,8";"3,22";NA;"36,1";"Urbana";1;1;1;1054;0;538;516;40;"0";0
"751";2008;2600054;"Metropolitana Recife";"Abreu e Lima";"Metropolitana Norte";26106698;"ESCOLA ORFANATO ESTRELA DE BETHEL";"REGULAR";"0,6";"3";"3,08";"3,04";"1,83";NA;"23,4";"Urbana";0;1;0;630;0;302;328;116;"0";0
"752";2009;2600054;"Metropolitana Recife";"Abreu e Lima";"Metropolitana Norte";26106698;"ESCOLA ORFANATO ESTRELA DE BETHEL";"REGULAR";"0,65";"4,09";"3,66";"3,87";"2,52";NA;"50";"Urbana";1;1;0;614;0;303;311;111;"0";0
"753";2008;2600054;"Metropolitana Recife";"Abreu e Lima";"Metropolitana Norte";26106701;"ESCOLA PASTOR AMARO DE SENA";"REGULAR";"0,73";"2,75";"3,41";"3,08";"2,26";NA;"30,7";"Urbana";1;1;1;896;0;364;532;15;"0";0
"754";2009;2600054;"Metropolitana Recife";"Abreu e Lima";"Metropolitana Norte";26106701;"ESCOLA PASTOR AMARO DE SENA";"REGULAR";"0,7";"3,27";"3,52";"3,39";"2,37";NA;"62,1";"Urbana";1;1;1;928;0;374;554;38;"0";0
"755";2008;2600054;"Metropolitana Recife";"Abreu e Lima";"Metropolitana Norte";26106728;"ESCOLA POLIVALENTE DE ABREU E LIMA";"REGULAR";"0,45";"3,26";"3,36";"3,31";"1,48";NA;"70";"Urbana";1;1;1;2402;0;1333;1069;158;"0";0
"756";2009;2600054;"Metropolitana Recife";"Abreu e Lima";"Metropolitana Norte";26106728;"ESCOLA POLIVALENTE DE ABREU E LIMA";"REGULAR";"0,65";"3,17";"3,38";"3,28";"2,13";NA;"80,9";"Urbana";1;1;1;2356;0;1315;1041;127;"0";0
"757";2008;2600054;"Metropolitana Recife";"Abreu e Lima";"Metropolitana Norte";26106957;"ESCOLA LUIZ RODOLFO DE ARAUJO JUNIOR";"REGULAR";"0,57";"3,3";"3,37";"3,33";"1,89";NA;"48,8";"Urbana";1;1;1;2000;0;1053;947;239;"0";0
"758";2009;2600054;"Metropolitana Recife";"Abreu e Lima";"Metropolitana Norte";26106957;"ESCOLA LUIZ RODOLFO DE ARAUJO JUNIOR";"REGULAR";"0,71";"3,82";"3,72";"3,77";"2,66";NA;"65,7";"Urbana";1;1;1;1665;0;885;780;227;"0";0
"759";2008;2600054;"Metropolitana Recife";"Abreu e Lima";"Metropolitana Norte";26107074;"ESCOLA PROFA AZINETE RAMOS CARNEIRO";"REGULAR";"0,75";"3,3";"3,41";"3,35";"2,53";NA;"76,5";"Urbana";1;1;1;1098;0;570;528;65;"0";0
"760";2009;2600054;"Metropolitana Recife";"Abreu e Lima";"Metropolitana Norte";26107074;"ESCOLA PROFA AZINETE RAMOS CARNEIRO";"REGULAR";"0,79";"3,46";"3,73";"3,6";"2,86";NA;"77,3";"Urbana";1;1;1;990;0;540;450;60;"0";0
"761";2008;2600054;"Metropolitana Recife";"Abreu e Lima";"Metropolitana Norte";26107082;"ESCOLA PROFESSORA ISAURA DE FRANÇA";"REGULAR";"0,55";"3,16";"3,51";"3,33";"1,83";NA;"33,3";"Urbana";1;1;1;1201;0;607;594;124;"0";0
"762";2009;2600054;"Metropolitana Recife";"Abreu e Lima";"Metropolitana Norte";26107082;"ESCOLA PROFESSORA ISAURA DE FRANÇA";"REGULAR";"0,65";"2,94";"3,37";"3,16";"2,05";NA;"65,6";"Urbana";1;1;1;1101;0;603;498;105;"0";0
"763";2008;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26107562;"ESCOLA CONSELHEIRO SAMUEL MAC DOWELL";"REGULAR";"0,45";"3,63";"3,81";"3,72";"1,69";NA;"69";"Urbana";1;1;0;1621;0;776;845;41;"0";0
"764";2009;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26107562;"ESCOLA CONSELHEIRO SAMUEL MAC DOWELL";"REGULAR";"0,65";"3,69";"3,74";"3,71";"2,41";NA;"64,6";"Urbana";1;1;1;1277;0;611;666;55;"0";0
"765";2008;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26107570;"ESCOLA DEPUTADO OSCAR CARNEIRO";"REGULAR";"0,66";"4,41";"4,63";"4,52";"3";NA;"37,7";"Urbana";1;1;1;1512;0;795;717;79;"0";0
"766";2009;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26107570;"ESCOLA DEPUTADO OSCAR CARNEIRO";"REGULAR";"0,8";"4,77";"4,77";"4,77";"3,83";NA;"42,9";"Urbana";1;1;1;1416;0;766;650;74;"0";0
"767";2008;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26107597;"ESC FRANCISCO DE PAULA CORREIA DE ARAUJO";"REGULAR";"0,8";"3,21";"3,58";"3,39";"2,7";NA;"24,6";"Urbana";1;1;1;2058;0;1091;967;32;"0";0
"768";2009;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26107597;"ESC FRANCISCO DE PAULA CORREIA DE ARAUJO";"REGULAR";"0,81";"3,66";"3,71";"3,68";"2,97";NA;"40,8";"Urbana";1;1;1;2006;0;1107;899;52;"0";0
"769";2008;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26107600;"ESCOLA FREI CANECA";"REGULAR";"0,51";"3,74";"4,02";"3,88";"1,99";NA;"36,3";"Urbana";1;1;0;1551;0;816;735;39;"0";0
"770";2009;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26107600;"ESCOLA FREI CANECA";"REGULAR";"0,79";"4,36";"3,98";"4,17";"3,3";NA;"46,4";"Urbana";1;1;0;1489;0;819;670;35;"0";0
"771";2008;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26107627;"ESCOLA JOAQUIM AMAZONAS";"REGULAR";"0,65";"3,86";"4,11";"3,98";"2,58";NA;"49,4";"Urbana";1;1;1;1011;0;549;462;103;"0";0
"772";2009;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26107627;"ESCOLA JOAQUIM AMAZONAS";"REGULAR";"0,68";"4,09";"4,17";"4,13";"2,81";NA;"48,8";"Urbana";1;1;1;1105;0;597;508;112;"0";0
"773";2008;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26107651;"ESCOLA MARIA DA CONCEICAO DO REGO B LACERDA";"REGULAR";"0,87";"3,12";"3,62";"3,37";"2,92";NA;"40,4";"Urbana";1;1;1;2228;0;1167;1061;75;"0";0
"774";2009;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26107651;"ESCOLA MARIA DA CONCEICAO DO REGO B LACERDA";"REGULAR";"0,65";"3,68";"3,81";"3,75";"2,44";NA;"70,5";"Urbana";1;1;1;1916;0;964;952;93;"0";0
"775";2008;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26107678;"ESCOLA MINISTRO JARBAS PASSARINHO";"REGULAR";"0,83";"4,21";"4,41";"4,31";"3,56";NA;"28,5";"Rural";1;1;1;1339;0;731;608;96;"0";0
"776";2009;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26107678;"ESCOLA MINISTRO JARBAS PASSARINHO";"REGULAR";"0,83";"4,41";"4,44";"4,42";"3,68";NA;"35,4";"Rural";1;1;1;1381;0;740;641;170;"0";0
"777";2008;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26107937;"ESCOLA PROF ANTONIO CARNEIRO LEAO";"REGULAR";"0,69";"3,91";"4,11";"4,01";"2,75";NA;"27,4";"Rural";1;1;0;1485;0;706;779;40;"0";0
"778";2009;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26107937;"ESCOLA PROF ANTONIO CARNEIRO LEAO";"REGULAR";"0,65";"4,07";"4,04";"4,05";"2,64";NA;"57,5";"Rural";1;1;0;1774;0;874;900;127;"0";0
"779";2008;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26107945;"ESC PROF CARLOS FREDERICO DO R MACIEL";"REGULAR";"0,68";"3,77";"3,79";"3,78";"2,56";NA;"54,2";"Urbana";1;1;0;1477;0;747;730;27;"0";0
"780";2009;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26107945;"ESC PROF CARLOS FREDERICO DO R MACIEL";"REGULAR";"0,66";"3,8";"3,75";"3,77";"2,5";NA;"60";"Urbana";1;1;0;1512;0;757;755;54;"0";0
"781";2008;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26107961;"ESCOLA PROFESSOR NELSON CHAVES";"REGULAR";"0,48";"3,71";"3,54";"3,62";"1,73";NA;"42,7";"Urbana";1;1;1;1615;0;825;790;8;"0";0
"782";2009;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26107961;"ESCOLA PROFESSOR NELSON CHAVES";"REGULAR";"0,65";"3,5";"3,47";"3,48";"2,27";NA;"66,4";"Urbana";1;1;1;1624;0;835;789;14;"0";0
"783";2008;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26108046;"ESC MAJOR LELIO ENS FUNDAMENTAL E MEDIO";"REGULAR";"0,79";"3,95";"3,88";"3,92";"3,11";NA;"57,7";"Rural";1;1;1;800;0;374;426;20;"0";0
"784";2009;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26108046;"ESC MAJOR LELIO ENS FUNDAMENTAL E MEDIO";"REGULAR";"0,7";"3,98";"4,26";"4,12";"2,87";NA;"39";"Rural";1;1;1;708;0;369;339;22;"0";0
"785";2008;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26108240;"ESCOLA TIMBI";"REGULAR";"0,83";"3,31";"3,7";"3,51";"2,92";NA;"15,1";"Urbana";1;1;1;1069;0;550;519;138;"0";0
"786";2009;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26108240;"ESCOLA TIMBI";"REGULAR";"0,8";"3,49";"3,86";"3,68";"2,94";NA;"52,2";"Urbana";1;1;1;852;0;436;416;125;"0";0
"787";2008;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26108275;"ESCOLA SANTA APOLONIA";"REGULAR";"0,62";"3,74";"3,76";"3,75";"2,31";NA;"21,9";"Urbana";1;1;1;656;0;314;342;56;"0";0
"788";2009;2603454;"Metropolitana Recife";"Camaragibe";"Metropolitana Sul";26108275;"ESCOLA SANTA APOLONIA";"REGULAR";"0,83";"3,04";"3,3";"3,17";"2,62";NA;"39,1";"Urbana";1;1;1;555;0;258;297;38;"0";0
"789";2008;2607901;"Metropolitana Recife";"Jaboatão dos Guararapes";"Metropolitana Sul";26108801;"ESCOLA FREI ROMEU PEREA";"REGULAR";"0,7";"3,36";"3,45";"3,41";"2,39";NA;"66,7";"Rural";0;1;1;1426;0;719;707;44;"0";0
"790";2009;2607901;"Metropolitana Recife";"Jaboatão dos Guararapes";"Metropolitana Sul";26108801;"ESCOLA FREI ROMEU PEREA";"REGULAR";"0,65";"3,53";"3,98";"3,75";"2,44";NA;"76,8";"Rural";1;1;1;1521;0;756;765;69;"0";0
"791";2008;2607901;"Metropolitana Recife";"Jaboatão dos Guararapes";"Metropolitana Sul";26108925;"ESCOLA NESTOR GOMES DE MOURA";"REGULAR";"0,48";"3,57";"3,61";"3,59";"1,73";NA;"63,5";"Rural";1;1;1;1481;2;770;711;24;"0,00135043889264011";0
"792";2009;2607901;"Metropolitana Recife";"Jaboatão dos Guararapes";"Metropolitana Sul";26108925;"ESCOLA NESTOR GOMES DE MOURA";"REGULAR";"0,7";"3,77";"3,92";"3,85";"2,68";NA;"54,8";"Rural";1;1;1;1660;1;844;816;32;"0,000602409638554217";0
"793";2008;2607901;"Metropolitana Recife";"Jaboatão dos Guararapes";"Metropolitana Sul";26108984;"ESCOLA POETA MAURO MOTA";"REGULAR";"0,55";"2,73";"3,27";"3";"1,64";NA;"77,7";"Urbana";1;1;1;1396;0;715;681;6;"0";0
"794";2009;2607901;"Metropolitana Recife";"Jaboatão dos Guararapes";"Metropolitana Sul";26108984;"ESCOLA POETA MAURO MOTA";"REGULAR";"0,65";"3,43";"3,53";"3,48";"2,26";NA;"80,8";"Urbana";1;1;1;1363;0;677;686;53;"0";0
"795";2008;2607901;"Metropolitana Recife";"Jaboatão dos Guararapes";"Metropolitana Sul";26109042;"ESCOLA RODOLFO AURELIANO";"REGULAR";"0,75";"3,69";"3,95";"3,82";"2,88";NA;"22,8";"Urbana";1;1;1;1244;0;645;599;27;"0";0
"796";2009;2607901;"Metropolitana Recife";"Jaboatão dos Guararapes";"Metropolitana Sul";26109042;"ESCOLA RODOLFO AURELIANO";"REGULAR";"0,8";"3,83";"4,07";"3,95";"3,15";NA;"31,8";"Urbana";1;1;1;1753;0;895;858;55;"0";0
"797";2008;2607901;"Metropolitana Recife";"Jaboatão dos Guararapes";"Metropolitana Sul";26109107;"ESCOLA SIMON BOLIVAR";"REGULAR";"0,71";"3,45";"3,42";"3,44";"2,43";NA;"70,7";"Urbana";1;1;1;1883;1;969;914;38;"0,000531067445565587";0
"798";2009;2607901;"Metropolitana Recife";"Jaboatão dos Guararapes";"Metropolitana Sul";26109107;"ESCOLA SIMON BOLIVAR";"REGULAR";"0,68";"3,91";"3,49";"3,7";"2,53";NA;"52,4";"Urbana";1;1;1;1498;1;784;714;44;"0,000667556742323098";0
"799";2008;2607901;"Metropolitana Recife";"Jaboatão dos Guararapes";"Metropolitana Sul";26109115;"ESCOLA SOUZA BRANDAO";"REGULAR";"0,43";"3,17";"3,62";"3,4";"1,46";NA;"73,5";"Urbana";1;1;1;787;0;378;409;15;"0";0
"800";2009;2607901;"Metropolitana Recife";"Jaboatão dos Guararapes";"Metropolitana Sul";26109115;"ESCOLA SOUZA BRANDAO";"REGULAR";"0,65";"3,79";"3,91";"3,85";"2,5";NA;"87,9";"Urbana";1;1;1;1071;0;534;537;12;"0";0
"801";2008;2607901;"Metropolitana Recife";"Jaboatão dos Guararapes";"Metropolitana Sul";26109360;"ESCOLA BERNARDO VIEIRA";"REGULAR";"0,61";"2,96";"3,3";"3,13";"1,92";NA;"20,7";"Urbana";1;1;1;1305;0;743;562;11;"0";0
"802";2009;2607901;"Metropolitana Recife";"Jaboatão dos Guararapes";"Metropolitana Sul";26109360;"ESCOLA BERNARDO VIEIRA";"REGULAR";"0,72";"3,33";"3,71";"3,52";"2,52";NA;"61,1";"Urbana";1;1;1;1612;0;853;759;38;"0";0
"803";2008;2607901;"Metropolitana Recife";"Jaboatão dos Guararapes";"Metropolitana Sul";26109441;"ESCOLA DESPORTISTA RUBEM RODRIGUES MOREIRA";"REGULAR";"0,54";"3,25";"3,31";"3,28";"1,77";NA;"65,1";"Urbana";1;1;0;1197;0;631;566;154;"0";0
