"","tipo","localizacao","ICG","INSE","TDI_EM","MHA_EM","REP_EM"
"528","Regular","Urbana","N5","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"529","Regular","Urbana","N5","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[0,2.7)"
"530","Regular","Urbana","N6","[4.55,6.35]","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"531","Regular","Urbana","N5","[4.55,6.35]","[13.3,25.6)","[3.8,5.4)","[5,33.2]"
"532","Regular","Urbana","N6","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"533","Regular","Urbana","N6","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[2.7,5)"
"534","Regular","Urbana","N2","[4.55,6.35]","[0,13.3)","[3.8,5.4)","[0,2.7)"
"535","Regular","Urbana","N5","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"536","Regular","Urbana","N4","[4.55,6.35]","[13.3,25.6)","[3.8,5.4)","[5,33.2]"
"537","Regular","Urbana","N3","[4.55,6.35]","[13.3,25.6)","[3.8,5.4)","[5,33.2]"
"538","Regular","Urbana","N3","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[0,2.7)"
"539","Regular","Urbana","N3","[4.55,6.35]","[25.6,65.3]","[3.8,5.4)","[2.7,5)"
"540","Regular","Urbana","N4","[4.55,6.35]","[0,13.3)","[3.8,5.4)","[5,33.2]"
"541","Regular","Urbana","N6","[4.55,6.35]","[25.6,65.3]","[3.8,5.4)","[2.7,5)"
"542","Regular","Urbana","N4","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"543","Regular","Urbana","N4","[4.55,6.35]","[13.3,25.6)","[3.8,5.4)","[5,33.2]"
"544","Regular","Urbana","N4","[4.55,6.35]","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"545","Regular","Urbana","N4","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[2.7,5)"
"546","Regular","Urbana","N6","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[2.7,5)"
"547","Regular","Urbana","N4","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"548","Regular","Urbana","N6","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[2.7,5)"
"549","Regular","Urbana","N4","[4.55,6.35]","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"550","Regular","Urbana","N5","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"551","Regular","Urbana","N4","[4.55,6.35]","[13.3,25.6)","[3.8,5.4)","[0,2.7)"
"552","Regular","Urbana","N5","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[0,2.7)"
"553","Regular","Urbana","N5","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"554","Regular","Urbana","N6","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"555","Regular","Urbana","N4","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"556","Regular","Urbana","N5","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[0,2.7)"
"557","Regular","Urbana","N4","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"558","Regular","Urbana","N4","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"559","Regular","Urbana","N4","[4.55,6.35]","[25.6,65.3]","[3.8,5.4)","[0,2.7)"
"560","Regular","Urbana","N6","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"561","Regular","Urbana","N5","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[0,2.7)"
"562","Regular","Urbana","N6","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"563","Regular","Urbana","N5","[4.55,6.35]","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"564","Regular","Urbana","N5","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[2.7,5)"
"565","Regular","Urbana","N5","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[2.7,5)"
"566","Regular","Urbana","N5","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[2.7,5)"
"567","Regular","Urbana","N5","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[2.7,5)"
"568","Regular","Urbana","N5","[3.54,4.26)","[25.6,65.3]","[3.8,5.4)","[0,2.7)"
"569","Regular","Urbana","N5","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[2.7,5)"
"570","Regular","Urbana","N3","[4.55,6.35]","[0,13.3)","[3.8,5.4)","[0,2.7)"
"571","Regular","Urbana","N4","[4.55,6.35]","[0,13.3)","[3.8,5.4)","[5,33.2]"
"572","Regular","Urbana","N5","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"573","Regular","Urbana","N5","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[2.7,5)"
"574","Regular","Urbana","N5","[4.55,6.35]","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"575","Regular","Urbana","N5","[3.54,4.26)","[25.6,65.3]","[3.8,5.4)","[2.7,5)"
"576","Regular","Rural","N4","[3.54,4.26)","[13.3,25.6)","[3.8,5.4)","[0,2.7)"
"577","Regular","Urbana","N5","[4.26,4.55)","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"578","Regular","Rural","N4","[3.54,4.26)","[25.6,65.3]","[3.8,5.4)","[5,33.2]"
"579","Regular","Urbana","N5","[3.54,4.26)","[25.6,65.3]","[3.8,5.4)","[0,2.7)"
